30.0 	19.9 
30.1 	20.1 
30.2 	20.2 
30.3 	20.3 
30.4 	20.4 
30.5 	20.6 
30.6 	20.7 
30.7 	20.9 
30.8 	21.0 
30.9 	21.1 
31.0 	21.2 
31.1 	21.4 
31.2 	21.5 
31.3 	21.7 
31.4 	21.8 
31.5 	21.9 
31.6 	22.0 
31.7 	22.2 
31.8 	22.3 
31.9 	22.5 
32.0 	22.6 
32.1 	22.8 
32.2 	22.9 
32.3 	23.0 
32.4 	23.1 
32.5 	23.3 
32.6 	23.4 
32.7 	23.6 
32.8 	23.7 
32.9 	23.9 
33.0 	24.0 
33.1 	24.2 
33.2 	24.3 
33.3 	24.4 
33.4 	24.5 
33.5 	24.7 
33.6 	24.8 
33.7 	25.0 
33.8 	25.1 
33.9 	25.3 
34.0 	25.4 
34.1 	25.6 
34.2 	25.7 
34.3 	25.9 
34.4 	26.0 
34.5 	26.2 
34.6 	26.3 
34.7 	26.5 
34.8 	26.6 
34.9 	26.8 
35.0 	26.9 
35.1 	27.1 
35.2 	27.2 
35.3 	27.4 
35.4 	27.5 
35.5 	27.7 
35.6 	27.8 
35.7 	28.0 
35.8 	28.1 
35.9 	28.3 
36.0 	28.4 
36.1 	28.6 
36.2 	28.7 
36.3 	28.9 
36.4 	29.0 
36.5 	29.2 
36.6 	29.3 
36.7 	29.5 
36.8 	29.6 
36.9 	29.8 
37.0 	29.9 
37.1 	30.1 
37.2 	30.2 
37.3 	30.4 
37.4 	30.6 
37.5 	30.8 
37.6 	30.9 
37.7 	31.1 
37.8 	31.2 
37.9 	31.4 
38.0 	31.5 
38.1 	31.7 
38.2 	31.8 
38.3 	32.0 
38.4 	32.2 
38.5 	32.4 
38.6 	32.5 
38.7 	32.7 
38.8 	32.8 
38.9 	33.0 
39.0 	33.2 
39.1 	33.4 
39.2 	33.5 
39.3 	33.7 
39.4 	33.8 
39.5 	34.0 
39.6 	34.2 
39.7 	34.4 
39.8 	34.5 
39.9 	34.7 
40.0 	34.8 
40.1 	35.0 
40.2 	35.2 
40.3 	35.4 
40.4 	35.5 
40.5 	35.7 
40.6 	35.8 
40.7 	36.0 
40.8 	36.2 
40.9 	36.4 
41.0 	36.5 
41.1 	36.7 
41.2 	36.9 
41.3 	37.1 
41.4 	37.2 
41.5 	37.4 
41.6 	37.6 
41.7 	37.8 
41.8 	37.9 
41.9 	38.1 
42.0 	38.3 
42.1 	38.5 
42.2 	38.6 
42.3 	38.8 
42.4 	39.0 
42.5 	39.2 
42.6 	39.3 
42.7 	39.5 
42.8 	39.7 
42.9 	39.9 
43.0 	40.1 
43.1 	40.3 
43.2 	40.4 
43.3 	40.6 
43.4 	40.8 
43.5 	41.0 
43.6 	41.2 
43.7 	41.4 
43.8 	41.5 
43.9 	41.7 
44.0 	41.9 
44.1 	42.1 
44.2 	42.3 
44.3 	42.5 
44.4 	42.6 
44.5 	42.8 
44.6 	43.0 
44.7 	43.2 
44.8 	43.4 
44.9 	43.6 
45.0 	43.8 
45.1 	44.0 
45.2 	44.1 
45.3 	44.3 
45.4 	44.5 
45.5 	44.7 
45.6 	44.9 
45.7 	45.1 
45.8 	45.3 
45.9 	45.5 
46.0 	45.7 
46.1 	45.9 
46.2 	46.1 
46.3 	46.3 
46.4 	46.4 
46.5 	46.6 
46.6 	46.8 
46.7 	47.0 
46.8 	47.2 
46.9 	47.4 
47.0 	47.6 
47.1 	47.8 
47.2 	48.0 
47.3 	48.2 
47.4 	48.4 
47.5 	48.6 
47.6 	48.8 
47.7 	49.0 
47.8 	49.2 
47.9 	49.4 
48.0 	49.6 
48.1 	49.8 
48.2 	50.0 
48.3 	50.2 
48.4 	50.4 
48.5 	50.6 
48.6 	50.8 
48.7 	51.0 
48.8 	51.2 
48.9 	51.4 
49.0 	51.6 
49.1 	51.8 
49.2 	52.0 
49.3 	52.2 
49.4 	52.4 
49.5 	52.7 
49.6 	52.9 
49.7 	53.1 
49.8 	53.3 
49.9 	53.5 
50.0 	53.7 
50.1 	53.9 
50.2 	54.1 
50.3 	54.3 
50.4 	54.5 
50.5 	54.7 
50.6 	54.9 
50.7 	55.2 
50.8 	55.4 
50.9 	55.6 
51.0 	55.8 
51.1 	56.0 
51.2 	56.2 
51.3 	56.4 
51.4 	56.6 
51.5 	56.9 
51.6 	57.1 
51.7 	57.3 
51.8 	57.5 
51.9 	57.7 
52.0 	57.9 
52.1 	58.2 
52.2 	58.4 
52.3 	58.6 
52.4 	58.8 
52.5 	59.0 
52.6 	59.2 
52.7 	59.5 
52.8 	59.7 
52.9 	59.9 
53.0 	60.1 
53.1 	60.3 
53.2 	60.6 
53.3 	60.8 
53.4 	61.0 
53.5 	61.2 
53.6 	61.4 
53.7 	61.7 
53.8 	61.9 
53.9 	62.1 
54.0 	62.3 
54.1 	62.6 
54.2 	62.8 
54.3 	63.0 
54.4 	63.2 
54.5 	63.5 
54.6 	63.7 
54.7 	63.9 
54.8 	64.1 
54.9 	64.4 
55.0 	64.6 
55.1 	64.8 
55.2 	65.0 
55.3 	65.3 
55.4 	65.5 
55.5 	65.7 
55.6 	66.0 
55.7 	66.2 
55.8 	66.4 
55.9 	66.7 
56.0 	66.9 
56.1 	67.1 
56.2 	67.4 
56.3 	67.6 
56.4 	67.8 
56.5 	68.1 
56.6 	68.3 
56.7 	68.5 
56.8 	68.8 
56.9 	69.0 
57.0 	69.2 
57.1 	69.5 
57.2 	69.7 
57.3 	69.9 
