19.9 	30.0 
20.1 	30.1 
20.2 	30.2 
20.3 	30.3 
20.4 	30.4 
20.6 	30.5 
20.7 	30.6 
20.9 	30.7 
21.0 	30.8 
21.1 	30.9 
21.2 	31.0 
21.4 	31.1 
21.5 	31.2 
21.7 	31.3 
21.8 	31.4 
21.9 	31.5 
22.0 	31.6 
22.2 	31.7 
22.3 	31.8 
22.5 	31.9 
22.6 	32.0 
22.8 	32.1 
22.9 	32.2 
23.0 	32.3 
23.1 	32.4 
23.3 	32.5 
23.4 	32.6 
23.6 	32.7 
23.7 	32.8 
23.9 	32.9 
24.0 	33.0 
24.2 	33.1 
24.3 	33.2 
24.4 	33.3 
24.5 	33.4 
24.7 	33.5 
24.8 	33.6 
25.0 	33.7 
25.1 	33.8 
25.3 	33.9 
25.4 	34.0 
25.6 	34.1 
25.7 	34.2 
25.9 	34.3 
26.0 	34.4 
26.2 	34.5 
26.3 	34.6 
26.5 	34.7 
26.6 	34.8 
26.8 	34.9 
26.9 	35.0 
27.1 	35.1 
27.2 	35.2 
27.4 	35.3 
27.5 	35.4 
27.7 	35.5 
27.8 	35.6 
28.0 	35.7 
28.1 	35.8 
28.3 	35.9 
28.4 	36.0 
28.6 	36.1 
28.7 	36.2 
28.9 	36.3 
29.0 	36.4 
29.2 	36.5 
29.3 	36.6 
29.5 	36.7 
29.6 	36.8 
29.8 	36.9 
29.9 	37.0 
30.1 	37.1 
30.2 	37.2 
30.4 	37.3 
30.6 	37.4 
30.8 	37.5 
30.9 	37.6 
31.1 	37.7 
31.2 	37.8 
31.4 	37.9 
31.5 	38.0 
31.7 	38.1 
31.8 	38.2 
32.0 	38.3 
32.2 	38.4 
32.4 	38.5 
32.5 	38.6 
32.7 	38.7 
32.8 	38.8 
33.0 	38.9 
33.2 	39.0 
33.4 	39.1 
33.5 	39.2 
33.7 	39.3 
33.8 	39.4 
34.0 	39.5 
34.2 	39.6 
34.4 	39.7 
34.5 	39.8 
34.7 	39.9 
34.8 	40.0 
35.0 	40.1 
35.2 	40.2 
35.4 	40.3 
35.5 	40.4 
35.7 	40.5 
35.8 	40.6 
36.0 	40.7 
36.2 	40.8 
36.4 	40.9 
36.5 	41.0 
36.7 	41.1 
36.9 	41.2 
37.1 	41.3 
37.2 	41.4 
37.4 	41.5 
37.6 	41.6 
37.8 	41.7 
37.9 	41.8 
38.1 	41.9 
38.3 	42.0 
38.5 	42.1 
38.6 	42.2 
38.8 	42.3 
39.0 	42.4 
39.2 	42.5 
39.3 	42.6 
39.5 	42.7 
39.7 	42.8 
39.9 	42.9 
40.1 	43.0 
40.3 	43.1 
40.4 	43.2 
40.6 	43.3 
40.8 	43.4 
41.0 	43.5 
41.2 	43.6 
41.4 	43.7 
41.5 	43.8 
41.7 	43.9 
41.9 	44.0 
42.1 	44.1 
42.3 	44.2 
42.5 	44.3 
42.6 	44.4 
42.8 	44.5 
43.0 	44.6 
43.2 	44.7 
43.4 	44.8 
43.6 	44.9 
43.8 	45.0 
44.0 	45.1 
44.1 	45.2 
44.3 	45.3 
44.5 	45.4 
44.7 	45.5 
44.9 	45.6 
45.1 	45.7 
45.3 	45.8 
45.5 	45.9 
45.7 	46.0 
45.9 	46.1 
46.1 	46.2 
46.3 	46.3 
46.4 	46.4 
46.6 	46.5 
46.8 	46.6 
47.0 	46.7 
47.2 	46.8 
47.4 	46.9 
47.6 	47.0 
47.8 	47.1 
48.0 	47.2 
48.2 	47.3 
48.4 	47.4 
48.6 	47.5 
48.8 	47.6 
49.0 	47.7 
49.2 	47.8 
49.4 	47.9 
49.6 	48.0 
49.8 	48.1 
50.0 	48.2 
50.2 	48.3 
50.4 	48.4 
50.6 	48.5 
50.8 	48.6 
51.0 	48.7 
51.2 	48.8 
51.4 	48.9 
51.6 	49.0 
51.8 	49.1 
52.0 	49.2 
52.2 	49.3 
52.4 	49.4 
52.7 	49.5 
52.9 	49.6 
53.1 	49.7 
53.3 	49.8 
53.5 	49.9 
53.7 	50.0 
53.9 	50.1 
54.1 	50.2 
54.3 	50.3 
54.5 	50.4 
54.7 	50.5 
54.9 	50.6 
55.2 	50.7 
55.4 	50.8 
55.6 	50.9 
55.8 	51.0 
56.0 	51.1 
56.2 	51.2 
56.4 	51.3 
56.6 	51.4 
56.9 	51.5 
57.1 	51.6 
57.3 	51.7 
57.5 	51.8 
57.7 	51.9 
57.9 	52.0 
58.2 	52.1 
58.4 	52.2 
58.6 	52.3 
58.8 	52.4 
59.0 	52.5 
59.2 	52.6 
59.5 	52.7 
59.7 	52.8 
59.9 	52.9 
60.1 	53.0 
60.3 	53.1 
60.6 	53.2 
60.8 	53.3 
61.0 	53.4 
61.2 	53.5 
61.4 	53.6 
61.7 	53.7 
61.9 	53.8 
62.1 	53.9 
62.3 	54.0 
62.6 	54.1 
62.8 	54.2 
63.0 	54.3 
63.2 	54.4 
63.5 	54.5 
63.7 	54.6 
63.9 	54.7 
64.1 	54.8 
64.4 	54.9 
64.6 	55.0 
64.8 	55.1 
65.0 	55.2 
65.3 	55.3 
65.5 	55.4 
65.7 	55.5 
66.0 	55.6 
66.2 	55.7 
66.4 	55.8 
66.7 	55.9 
66.9 	56.0 
67.1 	56.1 
67.4 	56.2 
67.6 	56.3 
67.8 	56.4 
68.1 	56.5 
68.3 	56.6 
68.5 	56.7 
68.8 	56.8 
69.0 	56.9 
69.2 	57.0 
69.5 	57.1 
69.7 	57.2 
69.9 	57.3 
